registro_sistema,titulo,sub_titulo,assunto,autor,tipo_material,quantidade,ano,edicao,editora,isbn,issn,id_exemplar,codigo_barras,colecao,biblioteca,status_material,localizacao,texto_busca
122970,Analise estrutural do turismo /,,Turismo.#$&Teoria dos sistemas.,"Beni, Mário Carlos.",Livro,1,c1997.,,"Senac,",8573590319  (Broch.),,1120574,2014026993,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,338.48 B467a 7.ed.,analise estrutural do turismo / nan turismo.#$&teoria dos sistemas.
123177,Da agricultura moderna à agroecológica :,análise da sustentabilidade de sistemas agrícolas familiares /,Agricultura.#$&Agricultura familiar.#$&Desenvolvimento sustentável.,"Tavares, Edson Diogo.",Livro,12,2009.,1. ed. -,"Banco do Nordeste do Brasil :#$&Embrapa,",9788577910151 (broch.).,,965493,2012011446,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,631 T231d 1.ed.,da agricultura moderna à agroecológica : análise da sustentabilidade de sistemas agrícolas familiares / agricultura.#$&agricultura familiar.#$&desenvolvimento sustentável.
123395,UML :,guia do usuário/,UML (Linguagem de modelagem padrão)#$&Informática.,"Booch, Grady.",Livro,14,2005.,2. ed. -,"Campus,",9788535217843 (broch.)#$&9788535217841 (broch.),,1276148,2017035549,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 B724u 2.ed.,uml : guia do usuário/ uml (linguagem de modelagem padrão)#$&informática.
123981,Introdução a sistemas de bancos de dados /,,Banco de dados.,"Date, C. J.,",Livro,31,2004.,,"Elsevier,",9788535212730 (broch.),,1275862,2017035528,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.6 D232i,introdução a sistemas de bancos de dados / nan banco de dados.
124076,Comércio eletrônico :,estratégia e gestão /,Comércio eletrônico.#$&Internet (Redes de computação).,"Turban, Efraim.",Livro,8,2004.,,"Prentice Hall,",8587918095 (broch.),,1386206,2023007879,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,658.84 T931c,comércio eletrônico : estratégia e gestão / comércio eletrônico.#$&internet (redes de computação).
125465,Discrete mathematics /,,Algoritmos.#$&Funções (Matemática).#$&Teoria dos números.#$&Geometria computacional.#$&Álgebra booleana.#$&Teoria dos grafos#$&Circuítos combinatorial.#$&Conjuntos.,"Johnsonbaugh, Richard,",Livro,10,c2009.,7th ed. -,"Prentice Hall,",9780131593183,,1163712,2014079860,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,510.2 J68d 7.ed.,discrete mathematics / nan algoritmos.#$&funções (matemática).#$&teoria dos números.#$&geometria computacional.#$&álgebra booleana.#$&teoria dos grafos#$&circuítos combinatorial.#$&conjuntos.
126496,Granular computing :,an introduction /,Computação granulada.,"Bargiela, A.",Livro,6,c2003.,,"Kluwer Academic Publishers,",9781402072734 (alk. paper),,1155488,2014071839,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,004 B251g,granular computing : an introduction / computação granulada.
126930,Programação orientada a objetos com java 6 :,curso universitário /,Java (Linguagem de progamação de computador).,"Serson, Roberto Rubeistein.",Livro,13,2007.,,"Brasport,",9788574522234 (broch.),,1379141,2023003903,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 S489p,programação orientada a objetos com java 6 : curso universitário / java (linguagem de progamação de computador).
126993,Análise de dados qualitativos /,,Pesquisa científica.#$&Pesquisa qualitativa.,"Gibbs, Graham,",Livro,45,2009.,,"Bookman :#$&Artmed ,",9788536320557 (broch.).,,1132573,2014048404,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,001.8 G442a,análise de dados qualitativos / nan pesquisa científica.#$&pesquisa qualitativa.
127159,Proteção e controle de ecossistemas costeiros :,manguezal da Baia da Babitonga.-,Manguezais.#$&Proteção ambiental.,,Livro,6,1998.,,"IBAMA,",8573000686 (broch.),,932308,2011012437,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,574.5 P967,proteção e controle de ecossistemas costeiros : manguezal da baia da babitonga.- manguezais.#$&proteção ambiental.
127432,Anais [do] Workshop :,"Nitrogênio na Sustentabilidade de Sistemas Intensivos de Produção Agropecuária , 13 a 15 de julho de 2000, Dourados, MS /",Solos -#$&Conservação.#$&Congressos.#$&Plantio direto -#$&Congressos.#$&Nitrogênio na agricultura -#$&Congressos.#$&Agricultura sustentada -#$&Congressos.#$&Pastagens -#$&Congressos.,"Workshop: Nitrogênio na Sustentabilidade de Sistemas Intensivos de Produção Agropecuária (2000 : Dourados, MS).",Livro,2,2000.,,"Embrapa,",,,770962,2010018203,Eventos,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,631.4(063) W919 EVEN,"anais [do] workshop : nitrogênio na sustentabilidade de sistemas intensivos de produção agropecuária , 13 a 15 de julho de 2000, dourados, ms / solos -#$&conservação.#$&congressos.#$&plantio direto -#$&congressos.#$&nitrogênio na agricultura -#$&congressos.#$&agricultura sustentada -#$&congressos.#$&pastagens -#$&congressos."
127506,Organização estruturada de computadores /,,Arquitetura de computador.#$&Computadores digitais.#$&Informática.#$&Computadores eletrônicos digitais -#$&Programação.,"Tanenbaum, Andrew S.,",Livro,14,2007.,5. ed. -,"Person :#$&Prentice Hall,",9788576050674 (broch.),,1258983,2017016846,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.2 T164o 5.ed.,organização estruturada de computadores / nan arquitetura de computador.#$&computadores digitais.#$&informática.#$&computadores eletrônicos digitais -#$&programação.
127653,Sistemas de irrigação localizada para uso na agricultura familiar /,"Euzeli Cipriano dos Santos, Lázáro Costa de Souza. -",Irrigação localizada.#$&Agricultura familiar.#$&Sistemas de irrigação#$&Fruticultura irrigada.#$&Agricultura -#$&Produtividade.,"Santos, Euzeli Cipriano dos.",Livro,1,2005.,,"Emepa-PB,",(Broch.),,772245,2010018139,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,631.67 S237s,"sistemas de irrigação localizada para uso na agricultura familiar / euzeli cipriano dos santos, lázáro costa de souza. - irrigação localizada.#$&agricultura familiar.#$&sistemas de irrigação#$&fruticultura irrigada.#$&agricultura -#$&produtividade."
127663,Clima :,programa computacional para organização e análise de dados metereológicos /,Climatologia agrícola.#$&Metereologia agrícola.#$&Agrometereologia.#$&Evapotranspiração.,,Livro,1,2002.,,"IAPAR,",(Broch.),,772260,2010018142,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,551.58:631 C636,clima : programa computacional para organização e análise de dados metereológicos / climatologia agrícola.#$&metereologia agrícola.#$&agrometereologia.#$&evapotranspiração.
127728,Boletim agrometereorológico de 2001 para o município de Parnaíba-PI /,,Metereologia.#$&Climatologia#$&Dados climatológicos -#$&Parnaíca-PI.,,Livro,1,2002.,,"Embrapa Meio-Norte,",(Broch.),,772391,2010018132,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,551.58 B688,boletim agrometereorológico de 2001 para o município de parnaíba-pi / nan metereologia.#$&climatologia#$&dados climatológicos -#$&parnaíca-pi.
127745,Alternativas para aumentar a disponibilidade de alimentos nos sistemas de produção a pastos na Região Nordeste /,,Alimentação de animais#$&Nutrição -#$&Ruminantes.#$&Forragem -#$&Produção.#$&Alimentos -#$&Disponibilidade.,"Cavalcante, Ana Clara R.",Livro,1,2003,,"Embrapa Caprinos,",(Broch.),,772549,2010018061,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,636.084 C376a,alternativas para aumentar a disponibilidade de alimentos nos sistemas de produção a pastos na região nordeste / nan alimentação de animais#$&nutrição -#$&ruminantes.#$&forragem -#$&produção.#$&alimentos -#$&disponibilidade.
127802,Café adensado :,espaçamentos e cuidados no manejo da lavoura /,Café -#$&Cultivo.#$&Café -#$&Manejo.#$&Café -#$&Produção.,"Androcioli Filho, Armando.",Livro,1,2002.,,"IAPAR,",(Broch.),,772808,2010018209,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,633.73 A574c,café adensado : espaçamentos e cuidados no manejo da lavoura / café -#$&cultivo.#$&café -#$&manejo.#$&café -#$&produção.
127829,Organização da Farmácia na fazenda :,dicas e lembretes /,Animais domésticos -#$&Cuidados -#$&Tratamento.#$&Farmácia animal -#$&Organização.#$&Farmácia na fazenda -#$&Cuidados.,"Passos, Renato Luiz Marques de Oliveira.",Livro,1,1998.,,"PESAGRO,",(Broch.).,,772965,2010018234,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,636.083 P289o,organização da farmácia na fazenda : dicas e lembretes / animais domésticos -#$&cuidados -#$&tratamento.#$&farmácia animal -#$&organização.#$&farmácia na fazenda -#$&cuidados.
128269,Administração da produção e operações /,,Administração da produção.#$&Indústria de serviços -#$&Administração.#$&Controle de produção -#$&Administração.#$&Processo decisório.#$&Programação linear.#$&Probabilidades.#$&Controle de estoque.,"Moreira, Daniel Augusto.",Livro,17,c2008.,2. ed. rev. e ampl. -,"Cengage Learning,",9788522105878 (broch.),,1348630,2020005703,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,658.51 M838a 2.ed.,administração da produção e operações / nan administração da produção.#$&indústria de serviços -#$&administração.#$&controle de produção -#$&administração.#$&processo decisório.#$&programação linear.#$&probabilidades.#$&controle de estoque.
128270,Otimização combinatória e programação linear :,modelos e algoritmos /,Programação combinatória#$&Otimização combinatória.#$&Programação linear.#$&Algoritmos.,"Goldbarg, Marco Cesar.",Livro,20,2005.,2. ed. rev. e atual. -,"Elsevier,",9788535215205 (broch.),,1377724,2023002614,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,519.853 G618o 2.ed.,otimização combinatória e programação linear : modelos e algoritmos / programação combinatória#$&otimização combinatória.#$&programação linear.#$&algoritmos.
128342,Sistemas digitais :,princípios e aplicações /,Eletrônica digital.#$&Microprocessadores.#$&Circuitos elétricos.,"Tocci, Ronald J.",Livro,20,2007.,10. ed. -,"Pearson Prentice Hall,",9788576050957,,1379198,2023003740,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.03 T631s 10.ed.,sistemas digitais : princípios e aplicações / eletrônica digital.#$&microprocessadores.#$&circuitos elétricos.
128493,Ambientes virtuais de aprendizagem /,,Ensino auxiliado por computador.#$&Inovações educacionais.#$&Tecnologia educacional.#$&Educação -#$&Recursos de rede de computador.,,Livro,11,2005.,,"ArTmed,",8536305150,,1349912,2021000607,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,370.091.64:004 A492,ambientes virtuais de aprendizagem / nan ensino auxiliado por computador.#$&inovações educacionais.#$&tecnologia educacional.#$&educação -#$&recursos de rede de computador.
128596,Sistema de banco de dados / ,,Banco de dados.,"Korth, Henry F.",Livro,2,c1989.,,"McGraw-Hill,",0074502085 (Broch.),,1318807,2019009841,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.65 K85s,sistema de banco de dados /  nan banco de dados.
128612,Parâmetros microbiológicos como indicadores da qualidade do solo sob sistemas integrados de produção agropecuária /,,Sistema de produção -#$&Manejo do solo -#$&Microorganismos.,,Livro,1,2004.,,"Embrapa Agropecuária Oeste,",(Broch.),,777997,2010029205,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,631.46 P221,parâmetros microbiológicos como indicadores da qualidade do solo sob sistemas integrados de produção agropecuária / nan sistema de produção -#$&manejo do solo -#$&microorganismos.
128761,Cartilha de segurança para Internet :,versão 3.1 /,Computadores -#$&Medidas de segurança.,,Livro,3,2006.,,"Comitê Gestor da Internet no Brasil,",856006205X (broch.),,1273991,2017032912,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.056 C327,cartilha de segurança para internet : versão 3.1 / computadores -#$&medidas de segurança.
128789,Pedagogia crítica da mídia :,a teia da mídia-educação nas redes sociais contemporâneas /,Comunicação -#$&Aspectos sociais.#$&Pedagogia crítica.#$&Mídia (Publicidade) -#$&Planejamento.#$&Pedagogia.,,Livro,10,2009.,,"EDUFRN,",9788572735568,,1154784,2014071796,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,371.68 P371,pedagogia crítica da mídia : a teia da mídia-educação nas redes sociais contemporâneas / comunicação -#$&aspectos sociais.#$&pedagogia crítica.#$&mídia (publicidade) -#$&planejamento.#$&pedagogia.
128858,Redes de aprendizagem :,boas práticas de municípios que garantem o direito de aprender /,Aprendizagem.#$&Educação -#$&Finalidades e objetivos.#$&Tecnologia educacional.#$&Planejamento educacional,,Livro,4,2008.,,"UNICEF,",9788587685117 (broch.),,994444,2012037176,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,370.013 R314,redes de aprendizagem : boas práticas de municípios que garantem o direito de aprender / aprendizagem.#$&educação -#$&finalidades e objetivos.#$&tecnologia educacional.#$&planejamento educacional
129116,Os cuidados com o trator /,,Tratores agrícolas -#$&Manutenção e reparos.#$&Mecanização agrícola.#$&Máquinas agrícolas.,"Silveira, Gastão Moraes da,",Livro,8,2001.,,"Aprenda Fácil,",8588216868 (Broch.),,780607,2010000380,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,631.372 S587c,os cuidados com o trator / nan tratores agrícolas -#$&manutenção e reparos.#$&mecanização agrícola.#$&máquinas agrícolas.
129280,Dados meteorológicos de Mossoró :,(janeiro de 1898 a dezembro 1986) /,Meteorologia -#$&Mossoró (RN) -#$&Tabelas.#$&Chuvas -#$&Mossoró (RN) -#$&Tabelas.,"Carmo Filho, Francisco do.",Livro,3,1987.,,"ESAM,",,,967414,2012011890,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,08(Mossoroense) C287d MOSS,dados meteorológicos de mossoró : (janeiro de 1898 a dezembro 1986) / meteorologia -#$&mossoró (rn) -#$&tabelas.#$&chuvas -#$&mossoró (rn) -#$&tabelas.
129865,Microsoft word 97 :,guia autorizado microsoft /,Word for windows (Linguagem de programação de computador) -#$&Processamento de textos.#$&Editor de textos (Programa de computador) -#$&Microsoft word 97.,"Borland, Russell,",Livro,3,1998.,,"Makron Books,",8534608067 (Broch.),,785150,2000010707,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.514.6 B735m,microsoft word 97 : guia autorizado microsoft / word for windows (linguagem de programação de computador) -#$&processamento de textos.#$&editor de textos (programa de computador) -#$&microsoft word 97.
129867,Microsoft Access 97 :,guia autorizado Microsoft /,Access (Programa de computador),"Viescas, John,",Livro,3,c1998.,,"Makron Books,",8534608075 (Broch.),,785154,2000015046,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.514.6 V665m,microsoft access 97 : guia autorizado microsoft / access (programa de computador)
129871,Microsoft Windows NT Server 4.0 :,"resource kit, suplemento um /",Windows NT (Sistema operacional de computador)#$&Redes de computação,,Livro,2,c1998.,,"Makron Books,",8534608083 (Broch.),,785180,2000014887,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,004.451.9 M626,"microsoft windows nt server 4.0 : resource kit, suplemento um / windows nt (sistema operacional de computador)#$&redes de computação"
129873,CorelDRAW 8 :,descobrindo e conquistando /,CorelDRAW (Programa de computador)#$&Computação gráfica.,"Alves, William Pereira.",Livro,3,1999.,,"Erica,",8571945934 (Broch.),,785228,2000010617,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,004.514.6 A474c,coreldraw 8 : descobrindo e conquistando / coreldraw (programa de computador)#$&computação gráfica.
129874,O ABC da intranet /,,Intranet (Redes de computação)#$&Empresas -#$&Computação.,"Dyson, Peter.",Livro,3,1999.,,"Makron Books,",8534609829 (Broch.),,785197,2000010898,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,004.738.5 D994a,o abc da intranet / nan intranet (redes de computação)#$&empresas -#$&computação.
129889,Microsoft Windows 98 :,"arquitetura, registry, tecnologias, recursos avançados /",Windows 98 (Sistema operacional de computador).,"Bentes, Amaury",Livro,1,c1998.,,"Axcel Books do Brasil,",8573231009 (Broch.),,785226,2000014789,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,004.451.9 B475m,"microsoft windows 98 : arquitetura, registry, tecnologias, recursos avançados / windows 98 (sistema operacional de computador)."
129913,Delphi 4 para clippeiros /,,Delphi 4 (Programa de computador).,"Oliveira, Dejaime",Livro,2,1998.,2.ed. -,"Brasport,",,,785373,2000011530,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.42 O48d,delphi 4 para clippeiros / nan delphi 4 (programa de computador).
129915,Aprenda em 21 dias Delphi 4 /,,Delphi (Programa de computador),"Reisdorph, Kent.",Livro,2,1999.,,"Campus,",8535203796 (Broch.),,785382,2000011611,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.42 R375a,aprenda em 21 dias delphi 4 / nan delphi (programa de computador)
129918,Dominando páginas Web com o Microsoft Office 97 /,,Programação para internet#$&Programação (Computadores)#$&Word for Windows (Programa de computador),"Young, Michael J.",Livro,3,1999.,,"Makron Books,",8534608237 (Broch.),,785395,2000011927,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 Y73d,dominando páginas web com o microsoft office 97 / nan programação para internet#$&programação (computadores)#$&word for windows (programa de computador)
129920,Hardware :,curso completo /,Hardware.#$&Microcomputadores.,"Torres, Gabriel.",Livro,3,c1999.,3. ed. -,"Axcel Books,",8573231157 (enc.),,1379137,2023003896,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.3 T693h 3.ed.,hardware : curso completo / hardware.#$&microcomputadores.
129926,Arquitetura de sistemas operacionais /,,Sistemas operacionais - (Computadores).,"Machado, Francis B.",Livro,3,1997.,2. ed. -,"Livros Técnicos e Científicos,",85216089206 (broch.).,,785428,2000009850,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,004.2 M149a,arquitetura de sistemas operacionais / nan sistemas operacionais - (computadores).
129929,Aprenda em 24 horas Windows 98 /,,Windows 98 (Sistema operacional de computador),"Perry, Greg M.",Livro,3,c1998.,,"Campus,",8535203346 (Broch.),,785433,2000011559,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.451.9 P463a,aprenda em 24 horas windows 98 / nan windows 98 (sistema operacional de computador)
